area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price,total_rooms,bath_bed_ratio,has_parking
2880,3,1,2,1,0,0,0,0,0,1,1,0,15.297796684737891,4,0.3333333333333333,0
4880,3,1,1,1,0,0,0,0,2,1,0,1,15.297796684737891,4,0.3333333333333333,1
4920,3,1,2,1,0,0,0,0,1,0,1,0,15.297796684737891,4,0.3333333333333333,1
4950,4,1,2,1,0,0,0,1,0,0,1,0,15.29301579913755,5,0.25,0
3900,3,1,2,1,0,0,0,0,0,0,0,1,15.291417077773852,4,0.3333333333333333,0
4500,3,2,3,1,0,0,1,0,1,0,0,0,15.283384906076588,5,0.6666666666666666,1
1905,5,1,2,0,0,1,0,0,0,0,1,0,15.283384906076588,6,0.2,0
4075,3,1,1,1,1,1,0,0,2,0,1,0,15.283384906076588,4,0.3333333333333333,1
3500,4,1,2,1,0,0,0,0,2,0,0,0,15.283384906076588,5,0.25,1
6450,4,1,2,1,0,0,0,0,0,0,1,0,15.283384906076588,5,0.25,0
4032,2,1,1,1,0,1,0,0,0,0,0,0,15.278534451942837,3,0.5,0
4400,2,1,1,1,0,0,0,0,1,0,1,0,15.275287695843968,3,0.5,1
10360,2,1,1,1,0,0,0,0,1,1,1,0,15.275287695843968,3,0.5,1
3400,3,1,2,1,0,1,0,0,2,1,1,0,15.268762387209046,4,0.3333333333333333,1
6360,2,1,1,1,0,0,0,0,0,0,0,0,15.267124385204808,3,0.5,0
6360,2,1,2,1,0,0,0,0,0,0,0,1,15.267124385204808,3,0.5,0
4500,2,1,1,1,0,0,0,1,2,0,0,0,15.267124385204808,3,0.5,1
2175,3,1,2,0,1,1,0,1,0,0,0,1,15.267124385204808,4,0.3333333333333333,0
4360,4,1,2,1,0,0,0,0,0,0,0,0,15.267124385204808,5,0.25,0
7770,2,1,1,1,0,0,0,0,1,0,0,0,15.267124385204808,3,0.5,1
6650,3,1,2,1,1,0,0,0,0,0,1,0,15.258893886068291,4,0.3333333333333333,0
2787,3,1,1,1,0,1,0,0,0,1,0,0,15.258893886068291,4,0.3333333333333333,0
5500,3,1,2,1,0,0,0,1,0,0,0,1,15.250595083253597,4,0.3333333333333333,0
5040,3,1,2,1,0,1,0,1,0,0,0,1,15.250595083253597,4,0.3333333333333333,0
5850,2,1,1,1,1,1,0,0,2,0,1,0,15.250595083253597,3,0.5,1
2610,4,3,2,0,0,0,0,0,0,0,1,0,15.250595083253597,7,0.75,0
2953,3,1,2,1,0,1,0,1,0,0,0,1,15.250595083253597,4,0.3333333333333333,0
2747,4,2,2,0,0,0,0,0,0,0,1,0,15.250595083253597,6,0.5,0
4410,2,1,1,0,0,0,0,0,1,0,0,1,15.250595083253597,3,0.5,1
4000,4,2,2,0,0,0,0,0,0,0,1,0,15.250595083253597,6,0.5,0
2325,3,1,2,0,0,0,0,0,0,0,1,0,15.250595083253597,4,0.3333333333333333,0
4600,3,2,2,1,0,0,0,1,1,0,1,0,15.250595083253597,5,0.6666666666666666,1
3640,3,2,2,1,0,1,0,0,0,0,0,1,15.250595083253597,5,0.6666666666666666,0
5800,3,1,1,1,0,0,1,0,2,0,1,0,15.250595083253597,4,0.3333333333333333,1
7000,3,1,1,1,0,0,0,0,3,0,0,0,15.250595083253597,4,0.3333333333333333,1
4079,3,1,3,1,0,0,0,0,0,0,1,0,15.250595083253597,4,0.3333333333333333,0
3520,3,1,2,1,0,0,0,0,0,1,1,0,15.250595083253597,4,0.3333333333333333,0
2145,3,1,3,1,0,0,0,0,1,1,0,1,15.250595083253597,4,0.3333333333333333,1
4500,3,1,1,1,0,1,0,0,0,0,0,0,15.250595083253597,4,0.3333333333333333,0
8250,3,1,1,1,0,1,0,0,3,0,1,0,15.2489270261529,4,0.3333333333333333,1
3450,3,1,2,1,0,0,0,0,1,0,1,0,15.2489270261529,4,0.3333333333333333,1
4840,3,1,2,1,0,0,0,0,1,0,1,0,15.24222683358308,4,0.3333333333333333,1
4080,3,1,2,1,0,0,0,0,2,0,1,0,15.24222683358308,4,0.3333333333333333,1
4046,3,1,2,1,0,1,0,0,1,0,1,0,15.24222683358308,4,0.3333333333333333,1
4632,4,1,2,1,0,0,0,1,0,0,1,0,15.233787964937216,5,0.25,0
5985,3,1,1,1,0,1,0,0,0,0,1,0,15.233787964937216,4,0.3333333333333333,0
6060,2,1,1,1,0,1,0,0,1,0,1,0,15.232091611689038,3,0.5,1
3600,3,1,1,1,0,1,0,1,0,1,0,0,15.226131611075223,4,0.3333333333333333,0
3680,3,2,2,1,0,0,0,0,0,0,1,0,15.225277275269306,5,0.6666666666666666,0
4040,2,1,2,1,0,0,0,0,1,0,1,0,15.225277275269306,3,0.5,1
5600,2,1,1,1,0,0,0,1,0,0,1,0,15.225277275269306,3,0.5,0
5900,4,2,2,0,0,1,0,0,1,0,0,1,15.216693531577915,6,0.5,1
4992,3,2,2,1,0,0,0,0,2,0,0,1,15.216693531577915,5,0.6666666666666666,1
4340,3,1,1,1,0,0,0,0,0,0,1,0,15.216693531577915,4,0.3333333333333333,0
3000,4,1,3,1,0,1,0,1,2,0,1,0,15.216693531577915,5,0.25,1
4320,3,1,2,1,0,0,0,0,2,1,0,0,15.216693531577915,4,0.3333333333333333,1
3630,3,2,2,1,0,0,1,0,2,0,1,0,15.208035468834801,5,0.6666666666666666,1
3460,3,2,1,1,0,1,0,1,1,0,0,0,15.208035468834801,5,0.6666666666666666,1
5400,3,1,1,1,0,0,0,0,3,0,1,0,15.208035468834801,4,0.3333333333333333,1
4500,3,1,2,0,0,1,0,1,0,0,1,0,15.203678163465845,4,0.3333333333333333,0
3460,4,1,2,1,0,0,0,1,0,0,1,0,15.203678163465845,5,0.25,0
4100,4,1,1,0,0,1,0,0,0,0,0,1,15.199301788866046,5,0.25,0
6480,3,1,2,0,0,0,0,1,1,0,1,0,15.199301788866046,4,0.3333333333333333,1
4500,3,2,2,0,0,1,0,1,0,0,1,0,15.199301788866046,5,0.6666666666666666,0
3960,3,1,2,1,0,0,0,0,0,0,0,0,15.199301788866046,4,0.3333333333333333,0
4050,2,1,2,1,1,1,0,0,0,1,0,1,15.199301788866046,3,0.5,0
7260,3,2,1,1,1,1,0,0,3,0,0,0,15.181602211766645,5,0.6666666666666666,1
5500,4,1,2,1,1,1,0,0,0,0,1,0,15.181602211766645,5,0.25,0
3000,3,1,2,1,0,0,0,0,0,0,1,0,15.181602211766645,4,0.3333333333333333,0
3290,2,1,1,1,0,0,1,0,1,0,0,0,15.181602211766645,3,0.5,1
3816,2,1,1,1,0,1,0,1,2,0,0,0,15.181602211766645,3,0.5,1
8080,3,1,1,1,0,0,0,1,2,0,1,0,15.181602211766645,4,0.3333333333333333,1
2145,4,2,1,1,0,1,0,0,0,1,0,1,15.181602211766645,6,0.5,0
3780,2,1,2,1,1,1,0,0,0,0,1,0,15.172633541783885,3,0.5,0
3180,4,2,2,1,0,0,0,0,0,0,0,0,15.172633541783885,6,0.5,0
5300,5,2,2,1,0,0,0,0,0,0,1,0,15.163583706263967,7,0.4,0
3180,2,2,1,1,0,1,0,0,2,0,1,0,15.163583706263967,4,1.0,1
7152,3,1,2,1,0,0,0,1,0,0,0,0,15.163583706263967,4,0.3333333333333333,0
4080,2,1,1,1,0,0,0,0,0,0,1,0,15.163583706263967,3,0.5,0
3850,2,1,1,1,0,0,0,0,0,0,1,0,15.163583706263967,3,0.5,0
2015,3,1,2,1,0,1,0,0,0,1,1,0,15.163583706263967,4,0.3333333333333333,0
2176,2,1,2,1,1,0,0,0,0,1,1,0,15.163583706263967,3,0.5,0
3350,3,1,2,1,0,0,0,0,0,0,0,1,15.159940714985465,4,0.3333333333333333,0
3150,2,2,1,0,0,1,0,0,0,0,1,0,15.154451222700695,4,1.0,0
4820,3,1,2,1,0,0,0,0,0,0,1,0,15.14523456759577,4,0.3333333333333333,0
3420,2,1,2,1,0,0,1,0,1,0,1,0,15.14523456759577,3,0.5,1
3600,2,1,1,1,0,0,0,0,0,0,1,0,15.14523456759577,3,0.5,0
5830,2,1,1,1,0,0,0,0,2,0,0,1,15.14523456759577,3,0.5,1
2856,3,1,3,1,0,0,0,0,0,1,0,0,15.14523456759577,4,0.3333333333333333,0
8400,2,1,1,1,0,0,0,0,1,0,0,0,15.14523456759577,3,0.5,1
8250,3,1,1,1,0,0,0,0,2,0,0,0,15.143380998946448,4,0.3333333333333333,1
2520,5,2,1,0,0,1,0,1,1,0,0,0,15.143380998946448,7,0.4,1
6930,4,1,2,0,0,0,0,0,1,0,0,0,15.143380998946448,5,0.25,1
3480,2,1,1,1,0,0,0,0,0,1,1,0,15.135932174933457,3,0.5,0
3600,3,1,1,1,0,0,0,0,1,0,0,1,15.126542434583618,4,0.3333333333333333,1
4040,2,1,1,1,0,0,0,0,0,0,1,0,15.126542434583618,3,0.5,0
6020,3,1,1,1,0,0,0,0,0,0,1,0,15.126542434583618,4,0.3333333333333333,0
4050,2,1,1,1,0,0,0,0,0,0,0,0,15.126542434583618,3,0.5,0
3584,2,1,1,1,0,0,1,0,0,0,1,0,15.126542434583618,3,0.5,0
3120,3,1,2,0,0,1,1,0,0,0,1,0,15.12465385989575,4,0.3333333333333333,0
5450,2,1,1,1,0,0,0,0,0,0,0,0,15.12465385989575,3,0.5,0
3630,2,1,1,1,0,1,0,0,0,0,0,0,15.117063690629074,3,0.5,0
3630,2,1,1,1,0,0,0,1,0,0,0,1,15.117063690629074,3,0.5,0
5640,2,1,1,0,0,0,0,0,0,0,1,0,15.117063690629074,3,0.5,0
3600,2,1,1,1,0,0,0,0,0,0,0,0,15.117063690629074,3,0.5,0
4280,2,1,1,1,0,0,0,1,2,0,1,0,15.107494239612924,3,0.5,1
3570,3,1,2,1,0,1,0,0,0,0,1,0,15.107494239612924,4,0.3333333333333333,0
3180,3,1,2,0,0,1,0,0,0,0,1,0,15.107494239612924,4,0.3333333333333333,0
3000,2,1,2,1,0,0,0,1,0,0,0,0,15.107494239612924,3,0.5,0
3520,2,2,1,1,0,1,0,0,0,0,1,0,15.107494239612924,4,1.0,0
5960,3,1,2,1,1,1,0,0,0,0,0,1,15.107494239612924,4,0.3333333333333333,0
4130,3,2,2,1,0,0,0,0,2,0,1,0,15.107494239612924,5,0.6666666666666666,1
2850,3,2,2,0,0,1,0,0,0,1,0,1,15.107494239612924,5,0.6666666666666666,0
2275,3,1,3,1,0,0,1,1,0,1,1,0,15.107494239612924,4,0.3333333333333333,0
3520,3,1,1,1,0,0,0,0,2,1,0,1,15.10556931120334,4,0.3333333333333333,1
4500,2,1,1,1,0,0,0,0,0,0,1,0,15.097832328701186,3,0.5,0
4000,2,1,1,1,0,0,0,0,0,1,1,0,15.097832328701186,3,0.5,0
3150,3,1,2,1,0,1,0,0,0,0,0,0,15.088076153755821,4,0.3333333333333333,0
4500,4,2,2,1,0,1,0,0,2,0,0,0,15.088076153755821,6,0.5,1
4500,2,1,1,0,0,0,0,0,0,0,0,0,15.088076153755821,3,0.5,0
3640,2,1,1,1,0,0,0,0,0,0,0,1,15.088076153755821,3,0.5,0
3850,3,1,1,1,0,0,0,0,2,0,0,1,15.07822385731281,4,0.3333333333333333,1
4240,3,1,2,1,0,0,0,1,0,0,1,0,15.068273526459642,4,0.3333333333333333,0
3650,3,1,2,1,0,0,0,0,0,0,0,1,15.068273526459642,4,0.3333333333333333,0
4600,4,1,2,1,0,0,0,0,0,0,1,0,15.068273526459642,5,0.25,0
2135,3,2,2,0,0,0,0,0,0,0,0,1,15.068273526459642,5,0.6666666666666666,0
3036,3,1,2,1,0,1,0,0,0,0,1,0,15.068273526459642,4,0.3333333333333333,0
3990,3,1,2,1,0,0,0,0,0,0,1,0,15.068273526459642,4,0.3333333333333333,0
7424,3,1,1,0,0,0,0,0,0,0,0,1,15.068273526459642,4,0.3333333333333333,0
3480,3,1,1,0,0,0,0,1,0,0,0,1,15.068273526459642,4,0.3333333333333333,0
3600,6,1,2,1,0,0,0,0,1,0,0,1,15.068273526459642,7,0.16666666666666666,1
3640,2,1,1,1,0,0,0,0,1,0,1,0,15.068273526459642,3,0.5,1
5900,2,1,1,1,0,0,0,0,1,0,0,0,15.068273526459642,3,0.5,1
3120,3,1,2,1,0,0,0,0,1,0,0,1,15.068273526459642,4,0.3333333333333333,1
7350,2,1,1,1,0,0,0,0,1,0,1,0,15.068273526459642,3,0.5,1
3512,2,1,1,1,0,0,0,0,1,1,0,1,15.068273526459642,3,0.5,1
9500,3,1,2,1,0,0,0,0,3,1,0,1,15.068273526459642,4,0.3333333333333333,1
5880,2,1,1,1,0,0,0,0,0,0,0,1,15.068273526459642,3,0.5,0
12944,3,1,1,1,0,0,0,0,0,0,0,1,15.068273526459642,4,0.3333333333333333,0
4900,3,1,2,0,0,0,0,0,0,0,0,1,15.066271523788968,4,0.3333333333333333,0
3060,3,1,1,1,0,0,0,0,0,0,0,1,15.05822319060614,4,0.3333333333333333,0
5320,2,1,1,1,0,0,0,0,1,1,0,1,15.05822319060614,3,0.5,1
2145,3,1,3,1,0,0,0,0,0,1,0,0,15.05822319060614,4,0.3333333333333333,0
4000,2,1,1,1,0,0,0,0,0,0,0,1,15.048070819142122,3,0.5,0
3185,2,1,1,1,0,0,0,0,2,0,0,1,15.048070819142122,3,0.5,1
3850,3,1,1,1,0,0,0,0,0,0,0,1,15.048070819142122,4,0.3333333333333333,0
2145,3,1,3,1,0,0,0,0,0,1,0,0,15.048070819142122,4,0.3333333333333333,0
2610,3,1,2,1,0,1,0,0,0,1,0,1,15.048070819142122,4,0.3333333333333333,0
1950,3,2,2,1,0,1,0,0,0,1,0,1,15.048070819142122,5,0.6666666666666666,0
4040,2,1,1,1,0,0,0,0,0,0,0,1,15.046027917512323,3,0.5,0
4785,3,1,2,1,1,1,0,1,1,0,0,0,15.037814318974933,4,0.3333333333333333,1
3450,3,1,1,1,0,1,0,0,2,0,0,1,15.037814318974933,4,0.3333333333333333,1
3640,2,1,1,1,0,0,0,0,0,0,0,0,15.037814318974933,3,0.5,0
3500,4,1,2,1,0,0,0,1,2,0,0,1,15.027451531939388,5,0.25,1
4960,4,1,3,0,0,0,0,0,0,0,1,0,15.027451531939388,5,0.25,0
4120,2,1,2,1,0,0,0,0,0,0,0,1,15.027451531939388,3,0.5,0
4750,2,1,1,1,0,0,0,0,0,0,0,1,15.027451531939388,3,0.5,0
3720,2,1,1,0,0,0,0,1,0,0,0,1,15.027451531939388,3,0.5,0
3750,3,1,1,1,0,0,0,0,0,0,0,1,15.027451531939388,4,0.3333333333333333,0
3100,3,1,2,0,0,1,0,0,0,0,1,0,15.027451531939388,4,0.3333333333333333,0
3185,2,1,1,1,0,1,0,0,2,0,0,0,15.027451531939388,3,0.5,1
2700,3,1,1,0,0,0,0,0,0,0,0,0,15.025366025448365,4,0.3333333333333333,0
2145,3,1,2,1,0,1,0,0,0,1,0,0,15.01908328226887,4,0.3333333333333333,0
4040,2,1,1,1,0,0,0,0,1,0,0,1,15.016980232072092,3,0.5,1
4775,4,1,2,1,0,0,0,0,0,0,0,1,15.016980232072092,5,0.25,0
2500,2,1,1,0,0,0,0,1,0,0,0,1,15.006398122741555,3,0.5,0
3180,4,1,2,1,0,1,0,1,0,0,0,1,15.006398122741555,5,0.25,0
6060,3,1,1,1,1,1,0,0,0,0,0,0,15.006398122741555,4,0.3333333333333333,0
3480,4,1,2,0,0,0,0,0,1,0,1,0,15.006398122741555,5,0.25,1
3792,4,1,2,1,0,0,0,0,0,0,1,0,15.006398122741555,5,0.25,0
4040,2,1,1,1,0,0,0,0,0,0,0,1,15.006398122741555,3,0.5,0
2145,3,1,2,1,0,1,0,0,0,1,0,0,15.006398122741555,4,0.3333333333333333,0
5880,3,1,1,1,0,0,0,0,1,0,0,1,15.006398122741555,4,0.3333333333333333,1
4500,2,1,1,0,0,0,0,0,0,0,1,0,14.995702833624806,3,0.5,0
3930,2,1,1,0,0,0,0,0,0,0,0,1,14.995702833624806,3,0.5,0
3640,4,1,2,1,0,1,0,0,0,0,0,1,14.989230319119189,5,0.25,0
4370,3,1,2,1,0,0,0,0,0,0,0,1,14.98489191752059,4,0.3333333333333333,0
2684,2,1,1,1,0,0,0,1,1,0,0,1,14.98489191752059,3,0.5,1
4320,3,1,1,0,0,0,0,0,1,0,0,1,14.98489191752059,4,0.3333333333333333,1
3120,3,1,2,0,0,0,0,0,0,0,0,0,14.98489191752059,4,0.3333333333333333,0
3450,1,1,1,1,0,0,0,0,0,0,0,0,14.962913010801817,2,1.0,0
3986,2,2,1,0,1,1,0,0,1,0,0,1,14.962913010801817,4,1.0,1
3500,2,1,1,0,0,1,0,0,0,0,1,0,14.962913010801817,3,0.5,0
4095,2,1,1,1,0,0,0,0,2,0,1,0,14.962913010801817,3,0.5,1
1650,3,1,2,0,0,1,0,0,0,0,0,1,14.962913010801817,4,0.3333333333333333,0
3450,3,1,2,1,0,1,0,0,0,0,1,0,14.962913010801817,4,0.3333333333333333,0
6750,2,1,1,1,0,0,0,0,0,0,1,0,14.962913010801817,3,0.5,0
9000,3,1,2,1,0,0,0,0,2,0,1,0,14.962913010801817,4,0.3333333333333333,1
3069,2,1,1,1,0,0,0,0,1,0,0,1,14.962913010801817,3,0.5,1
4500,3,1,2,1,0,0,0,1,0,0,0,1,14.960688315779704,4,0.3333333333333333,0
5495,3,1,1,1,0,1,0,0,0,0,0,1,14.95622402265102,4,0.3333333333333333,0
2398,3,1,1,1,0,0,0,0,0,1,1,0,14.952974902096178,4,0.3333333333333333,0
3000,3,1,1,0,0,0,0,1,0,0,0,1,14.951739710203691,4,0.3333333333333333,0
3850,3,1,2,1,0,0,0,0,0,0,0,1,14.951739710203691,4,0.3333333333333333,0
3500,2,1,1,1,0,0,0,0,0,0,0,1,14.951739710203691,3,0.5,0
8100,2,1,1,1,0,0,0,0,1,0,0,1,14.942710303484297,3,0.5,1
4960,2,1,1,1,0,1,0,1,0,0,0,1,14.940440154949757,3,0.5,0
2160,3,1,2,0,0,1,0,0,0,0,1,0,14.940440154949757,4,0.3333333333333333,0
3090,2,1,1,1,1,1,0,0,0,0,0,1,14.940440154949757,3,0.5,0
4500,2,1,2,1,0,0,1,0,1,0,1,0,14.940440154949757,3,0.5,1
3800,2,1,1,1,0,0,0,0,0,0,0,1,14.929011459126134,3,0.5,0
3090,3,1,2,0,0,0,0,0,0,0,1,0,14.917450636725059,4,0.3333333333333333,0
3240,3,1,2,1,0,0,0,0,2,0,1,0,14.917450636725059,4,0.3333333333333333,1
2835,2,1,1,1,0,0,0,0,0,0,1,0,14.917450636725059,3,0.5,0
4600,2,1,1,1,0,0,0,0,0,0,0,0,14.917450636725059,3,0.5,0
5076,3,1,1,0,0,0,0,0,0,0,0,1,14.917450636725059,4,0.3333333333333333,0
3750,3,1,2,1,0,0,0,0,0,0,0,1,14.917450636725059,4,0.3333333333333333,0
3630,4,1,2,1,0,0,0,0,3,0,1,0,14.917450636725059,5,0.25,1
8050,2,1,1,1,0,0,0,0,0,0,0,1,14.915122346965468,3,0.5,0
4352,4,1,2,0,0,0,0,0,1,0,0,1,14.905754596961867,5,0.25,1
3000,2,1,2,1,0,0,0,0,0,0,1,0,14.901037607083728,3,0.5,0
5850,3,1,2,1,0,1,0,0,1,0,0,1,14.893920139314865,4,0.3333333333333333,1
4960,2,1,1,1,0,0,0,0,0,0,0,1,14.893920139314865,3,0.5,0
3600,3,1,2,0,0,0,0,0,1,0,0,1,14.893920139314865,4,0.3333333333333333,1
3660,4,1,2,0,0,0,0,0,0,0,0,1,14.893920139314865,5,0.25,0
3480,3,1,2,0,0,0,0,0,1,0,1,0,14.893920139314865,4,0.3333333333333333,1
2700,2,1,1,0,0,0,0,0,0,0,0,0,14.893920139314865,3,0.5,0
3150,3,1,2,0,0,0,0,0,0,0,0,1,14.893920139314865,4,0.3333333333333333,0
6615,3,1,2,1,0,0,0,0,0,0,1,0,14.893920139314865,4,0.3333333333333333,0
3040,2,1,1,0,0,0,0,0,0,0,0,1,14.869822587735804,3,0.5,0
3630,2,1,1,1,0,0,0,0,0,0,0,1,14.869822587735804,3,0.5,0
6000,2,1,1,1,0,0,0,0,0,0,1,0,14.869822587735804,3,0.5,0
5400,4,1,2,1,0,0,0,0,0,0,0,1,14.869822587735804,5,0.25,0
5200,4,1,3,1,0,0,0,0,0,0,0,1,14.863706360718368,5,0.25,0
3300,3,1,2,0,0,0,0,0,1,0,1,0,14.85755249514399,4,0.3333333333333333,1
4350,3,1,2,0,0,0,1,0,1,0,0,1,14.85755249514399,4,0.3333333333333333,1
2640,2,1,1,0,0,0,0,0,1,0,0,0,14.85755249514399,3,0.5,1
2650,3,1,2,1,0,1,0,0,1,0,0,1,14.845129975145433,4,0.3333333333333333,1
3960,3,1,1,1,0,0,0,0,0,0,0,0,14.845129975145433,4,0.3333333333333333,0
6800,2,1,1,1,0,0,0,0,0,0,0,1,14.819812167161142,3,0.5,0
4000,3,1,2,1,0,0,0,0,1,0,0,1,14.819812167161142,4,0.3333333333333333,1
4000,2,1,1,1,0,0,0,0,0,0,0,1,14.806908762325234,3,0.5,0
3934,2,1,1,1,0,0,0,0,0,0,0,1,14.793836680757881,3,0.5,0
2000,2,1,2,1,0,0,0,0,0,0,1,0,14.793836680757881,3,0.5,0
3630,3,3,2,0,1,0,0,0,0,0,0,1,14.793836680757881,6,1.0,0
2800,3,1,1,1,0,0,0,0,0,0,0,1,14.793836680757881,4,0.3333333333333333,0
2430,3,1,1,0,0,0,0,0,0,0,0,1,14.793836680757881,4,0.3333333333333333,0
3480,2,1,1,1,0,0,0,0,1,0,1,0,14.793836680757881,3,0.5,1
4000,3,1,1,1,0,0,0,0,0,0,1,0,14.793836680757881,4,0.3333333333333333,0
3185,2,1,1,1,0,0,0,1,0,0,0,1,14.791201633119877,3,0.5,0
4000,3,1,2,1,0,0,0,1,0,0,0,1,14.791201633119877,4,0.3333333333333333,0
2910,2,1,1,0,0,0,0,0,0,0,0,1,14.772559282310597,3,0.5,0
3600,2,1,1,1,0,0,0,0,0,0,0,1,14.767168433675721,3,0.5,0
4400,2,1,1,1,0,0,0,0,0,0,0,1,14.767168433675721,3,0.5,0
3600,2,2,2,1,0,1,0,0,1,0,0,0,14.767168433675721,4,1.0,1
2880,3,1,1,0,0,0,0,0,0,0,0,1,14.739769459487606,4,0.3333333333333333,0
3180,3,1,1,0,0,0,0,0,0,0,0,1,14.739769459487606,4,0.3333333333333333,0
3000,2,1,2,1,0,0,0,0,0,0,0,0,14.739769459487606,3,0.5,0
4400,3,1,2,1,0,0,0,0,0,0,0,1,14.725783217512866,4,0.3333333333333333,0
3000,3,1,2,0,0,0,0,0,0,0,1,0,14.725783217512866,4,0.3333333333333333,0
3210,3,1,2,1,0,1,0,0,0,0,0,1,14.71159858252091,4,0.3333333333333333,0
3240,2,1,1,0,1,0,0,0,1,0,0,1,14.71159858252091,3,0.5,1
3000,2,1,1,1,0,0,0,0,1,0,0,1,14.71159858252091,3,0.5,1
3500,2,1,1,1,1,0,0,0,0,0,0,1,14.71159858252091,3,0.5,0
4840,2,1,2,1,0,0,0,0,0,0,0,1,14.71159858252091,3,0.5,0
7700,2,1,1,1,0,0,0,0,0,0,0,1,14.71159858252091,3,0.5,0
3635,2,1,1,0,0,0,0,0,0,0,0,1,14.694307085410848,3,0.5,0
2475,3,1,2,1,0,0,0,0,0,0,0,0,14.682611045647658,4,0.3333333333333333,0
2787,4,2,2,1,0,0,0,0,0,0,0,0,14.682611045647658,6,0.5,0
3264,2,1,1,1,0,0,0,0,0,0,0,1,14.682611045647658,3,0.5,0
3640,2,1,1,1,0,0,0,0,0,0,0,1,14.667795959862516,3,0.5,0
3180,2,1,1,1,0,0,0,0,0,0,0,1,14.652758082497977,3,0.5,0
1836,2,1,1,0,0,1,0,0,0,0,1,0,14.637490610367188,3,0.5,0
3970,1,1,1,0,0,0,0,0,0,0,0,1,14.637490610367188,2,1.0,0
3970,3,1,2,1,0,1,0,0,0,0,0,1,14.637490610367188,4,0.3333333333333333,0
1950,3,1,1,0,0,0,1,0,0,0,0,1,14.621986423831222,4,0.3333333333333333,0
5300,3,1,1,0,0,0,0,1,0,1,0,1,14.618856530822296,4,0.3333333333333333,0
3000,2,1,1,0,0,0,0,0,0,0,0,1,14.573977204644862,3,0.5,0
2400,3,1,2,1,0,0,0,0,0,0,0,1,14.557447902693651,4,0.3333333333333333,0
3000,4,1,2,1,0,0,0,0,0,0,0,1,14.557447902693651,5,0.25,0
3360,2,1,1,1,0,0,0,0,1,0,0,1,14.557447902693651,3,0.5,1
3420,5,1,2,0,0,0,0,0,0,0,0,1,14.4884550312067,6,0.2,0
1700,3,1,2,1,0,0,0,0,0,0,0,1,14.452087387035824,4,0.3333333333333333,0
3649,2,1,1,1,0,0,0,0,0,0,0,1,14.452087387035824,3,0.5,0
2990,2,1,1,0,0,0,0,0,1,0,0,1,14.433395254023672,3,0.5,1
3000,2,1,1,1,0,1,0,0,2,0,0,1,14.414347059052979,3,0.5,1
2400,3,1,1,0,0,0,0,0,0,0,1,0,14.384878637342375,4,0.3333333333333333,0
3620,2,1,1,1,0,0,0,0,0,0,0,1,14.375126345899696,3,0.5,0
2910,3,1,1,0,0,0,0,0,0,0,0,0,14.375126345899696,4,0.3333333333333333,0
3850,3,1,2,1,0,0,0,0,0,0,0,1,14.375126345899696,4,0.3333333333333333,0
